timestamp,pool_id,chain,asset_symbol,apy,project,tvlUsd
2025-11-10T18:37:17.116300,5e498f38-9d6f-49b7-a197-9068103f9866,zkSync Era,USDC,5.05975,aave-v3,102847
2025-11-10T18:37:17.116300,8a561627-3d0c-436a-805c-8490c68fe014,zkSync Era,USDT,2.78522,aave-v3,92914
2025-11-10T18:37:17.116300,8d4d3acb-e1bf-471a-8256-36b90a8f4d25,Arbitrum,FRAX,1.15033,aave-v3,91071
2025-11-10T18:37:17.116300,325ad2d6-70b1-48d7-a557-c2c99a036f87,Ethereum,USDC,5.03496,morpho-v0-aavev2,45172
2025-11-10T18:37:17.116300,3cebd626-5ee5-4699-9f6c-090918bc5ebd,Metis,M.DAI,0.00549,aave-v3,32565
2025-11-10T18:37:17.116300,1343a280-7812-4bc3-8f98-d1c37e11d271,Ethereum,USDT,4.49855,morpho-v0-aavev2,17090
2025-11-10T19:21:18.249336,7e382157-b1bc-406d-b17b-facba43b716e,Ethereum,WBTC,0.00433,aave-v3,4526402619
2025-11-10T19:21:18.249336,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,Ethereum,USDT,4.68964,aave-v3,541196431
2025-11-10T19:21:18.249336,aa70268e-4b52-42bf-a116-608b370f9501,Ethereum,USDC,4.96305,aave-v3,359359910
2025-11-10T19:21:18.249336,569ab5a6-76e4-46a6-abb6-b12be4197e31,Plasma,SYRUPUSDT,0.0,aave-v3,330023489
2025-11-10T19:21:18.249336,7c5e69a4-2430-4fa2-b7cb-857f79d7d1bf,Arbitrum,WBTC,0.00965,aave-v3,263769618
2025-11-10T19:21:18.249336,e338c687-a5d8-4abf-bc04-127990811b0a,Plasma,USDT0,5.04693,aave-v3,149256170
2025-11-10T19:21:18.249336,58d18059-f1d1-45ed-acd3-f386e98cc506,Polygon,WBTC,0.00109,aave-v3,109124818
2025-11-10T19:21:18.249336,7e0661bf-8cf3-45e6-9424-31916d4c7b84,Base,USDC,4.54265,aave-v3,91225130
